Review,TF-IDF Prediction,Word2Vec Prediction,BERT Prediction
i love it it does so much so easy use i use it mostly for music questions,Positive,Positive,Positive
really enjoy product love watching movies playing games on my fire hd,Positive,Positive,Positive
great product service will refer friend sales man r good,Positive,Positive,Positive
alexa has changed my life i now own alexas o,Positive,Positive,Positive
bought for my husband for christmas we keep it in our kitchen mainly just use it for music our kids love they can tell alexa play song they like it plays,Positive,Positive,Positive
i given fire when i recuperating from spine surgery few years ago i used it for everything for quite some time one has camera plays all latest files i still have use old one as well excellent content delivery system i got it with best buy customer appreciation moneywhat deal,Positive,Positive,Positive
got replace samsung tab samsung tab lagged lot i havent seemed have as much problems on fire tab only downside battery dies fast,Positive,Positive,Positive
birthday gift for family member who loves read books couple with amazon gift cards library endless,Positive,Positive,Positive
i wish i could just say it one my best investment i love fact now i dont have drag around several my favorite books i can now have them all in one convenient place battery life great my little girl loves she can play games on it i think its great i should have gotten more memory though,Positive,Positive,Positive
very handy get morning news as well as asking him play music,Positive,Positive,Positive
purchased one for my older son last yeargot second d one for younger one so they dont fight over them,Positive,Positive,Positive
overall it good tablet i am not fan limitations silk browser amazon app store,Positive,Positive,Neutral
gift for my great nephew he really loves it he loves it so much mom has limit amount time he allowed play with it because he would play it,Positive,Positive,Positive
i had alexa thought show would be cool as it would allow me link camera it see videos for info i wanted look up play my prime video account it would have been if i could see all prime showsmovies on it,Positive,Positive,Positive
killer tablet for price no issues running any apps programs,Positive,Positive,Negative
my wife loves read she always hesitant try ebooks she used think ebooks could never have same tactile feel as physical book i talked her into it by telling her its lighter easier hold can hold thousands books if she hated it we can return it she loves ebooks now doesnt want go back she also found out amazon has lot books which cost nothing namely classics suchi think if you like read in dark then get paperwhite version leds nice touch,Positive,Positive,Positive
once taking time install google play store it functioned as good as any other android tablet down side camera which doesnt produce clear pictures,Positive,Positive,Positive
great notepad huge screen easily downloaded apps use love it,Positive,Positive,Positive
i bought for my wife her third amazon fire tablet she mostly uses it for reading she really likes speed additional features on one shes very happy with it,Positive,Positive,Positive
excellent product turns on off supported devices by asking it live walking into room asking alexa turn on light poof its done locking unlocking front door arming disarming my security system if youre looking turn your house into smarthome i strongly recommend amazon echo plus,Positive,Positive,Positive
i love it sound great i use it everyday for my dogs listen when i am at work,Positive,Positive,Positive
i bought both my children one these tabletsthey love it,Positive,Positive,Positive
i bought as gift for my son i know he will love it he has old kindle fire as likes it lot,Positive,Positive,Positive
product amazing i wasnt quite sure why everyone going on on about having one now its in my house i cannot imagine life without it alexa not only answers my questions gives me valuable information now she controls lights my house for me i highly recommend,Positive,Positive,Positive
always good price good for what its meant for,Positive,Positive,Positive
as always great job very easy use its always with me only problem i have button on bottom touchy not really issue keep up good work,Positive,Positive,Positive
tablet works great so far parent features nice also,Positive,Positive,Positive
great purchase with one hue bulb included with echo plus installationset up breeze,Positive,Positive,Positive
my son wanted tablet just for his books we looked at ereaders tablets so much better price perfect,Positive,Positive,Positive
just what we needed for you kd apps great,Positive,Positive,Positive
i love my echo show i wish you could watch movies tc shows you tube so hopefully they will add soon,Positive,Positive,Positive
i got say love it makes it easier play music without pairing any device it perfect sound for my needs,Positive,Positive,Positive
i should have purchased kindle sooner its easy use i love it,Positive,Positive,Positive
bought mostly as backupand read few books since i have larger cell phone back up used it occasionally may hours use till week when i sent my laptop in for repairs so i probably used it tot week i watching my rd primetime video week it simply turned off it will not turn on using any power trick such as safe mode it gone it toast bought it october it quit on february my old fire lasted years with more use it had stereo speakers lasted week on charge not dayssturdier built full junk i am not just offered more apps it constantly trying add them junk junk junk,Positive,Positive,Negative
i love my original kindle fire size features on latest kindle plus,Positive,Positive,Positive
i love functionality amazon tablet bought one for me one for hubby,Positive,Positive,Positive
looks pretty solid will update review as soon as gift opened,Positive,Positive,Positive
i bought these for gifts i love my echo think new one will be incredible too after holidays i will buy one for myself,Positive,Positive,Positive
nicer than my old fire better screen area view,Positive,Positive,Positive
i reluctant purchase echo plus my best friend said do it you will love it i did she so right philips hue light bulb added bonus love too,Positive,Positive,Positive
used it looks very paper like they integrated simplest form e reader which makes it stand out for its use,Positive,Positive,Positive
love product i can ask questions play musicalso link my lights it,Positive,Positive,Positive
i purchased these tablets for my grandchildren after purchasing for another grandchild in october they love them their parents love being able dictate how they use them,Positive,Positive,Positive
not huge fan products arent apple one good havent had any problems with them at all,Positive,Positive,Positive
i just love every thing about it its awesome read,Positive,Positive,Positive
fun product can be used for many purposes great for streaming reading on go with great graphics makes awesome gift,Positive,Positive,Positive
so i bought my little guys these tablets so i could repossess my ipad love free time app who couldve imagined they wouldnt play netflix so now im out money for tablet still dont have my ipad back yes i called amazon numerous times they work after fix next time they go use them they dont work again fix takes several minutes as its force stopping app clearing cache then doing hard restart then you have wait restart netflix oh sometimes you have do it numerous times before it works if it works at all,Positive,Positive,Positive
great for first time tablet more advanced options available,Positive,Positive,Positive
good age appropriate learning tool for kids there variety apps kids can download keep them from getting bored overall good tablet for kids,Positive,Positive,Positive
i like my show i cant say i love it for being priciest piece my collection alexa devices it has probably worst microphone getting it respond frustrating at times where i have no problem with standard echo besides it all works as advertised id wait for second generation im sure they can work kinks out,Positive,Positive,Positive
great product great service from bestbuy online,Positive,Positive,Positive
love i can control my lights with phillips bulbs compatible with smart plugs control other electronics in house definitely would recommend,Positive,Positive,Positive
bought echo first liked it so much i bought tap add mobility i carry it around all time garage working out etc,Positive,Positive,Positive
my niece nephew going love i got it for great price too what nice christmas present,Positive,Positive,Positive
i like it i use it everyday so far no cons im very please,Positive,Positive,Positive
got on sale for replaces my cds must buy as long as you have prime,Positive,Positive,Positive
plays all my ipod music via bluetooth also plays radio stations you cant get on regular radio very practical fun,Positive,Positive,Positive
for money you will be well pleased i think it big bargain,Positive,Positive,Positive
i bought two these for my granddaughters they very easy use they love them,Positive,Positive,Positive
great product im very satisfied with it i recommend it other people,Positive,Positive,Positive
great tablet for my year old kid friendly safe mom dad enjoy it as well love it comes in protective case reasonably priced for great tablet kids love,Positive,Positive,Positive
love echo show allows me control lights alarm vacuum lots stuff no brainer set up make lists keep up with calendar plays music tells jokes singsbadly fun couldnt be happier with it,Positive,Positive,Positive
with echo line we able watch amazon prime even do visual calls grand daughter,Positive,Positive,Positive
i have always been nook customer recently their models have not received good feedback so while shopping for new ereader i had make decision between two biggest influence behind price while new samsung model nook definitely looks great it also has big price tag overall we very happy with purchase it mostly used as ereader we have downloaded few games kindle good reputable tablet good solid ereader,Positive,Positive,Positive
we use it talk our granddaughter play games listen music check on dog while we at work awesome device we already bought one for our kids also,Positive,Positive,Positive
ok so when i got tablet i not expecting much from it now i have used itits amazing prostheir no lag at all when play high graphic games pretty easy use very fast speedcons in my opinion their only things drive me insane screen feels like plastic very uncomfortable camera not best it good for everyday life photosoverall get tablet better deal then galaxy tab s,Positive,Positive,Positive
liked first one so much i bought one for wife,Positive,Positive,Positive
fits nicely in your hand its touchable increase size fonts,Positive,Positive,Positive
recommended purchase by family member who has one who very happy with it,Positive,Positive,Positive
bought for my daughter use in school she loves it product works great i also bought older version for my mom she lives it as well,Positive,Positive,Positive
good for kids only thing i have get sd card for more memory,Positive,Positive,Positive
i really like device right now i only have light syncd with it looking forward adding more another feature i like ability put items on both my shopping errand lists i cant wait find out all things it can do for me,Positive,Positive,Positive
i bought kindle fire hd as christmas gift for my mom she has never had computer kindle she loves it best gift i gave her she plays lot games on it keeps her mind working love size screen,Positive,Positive,Positive
lightweight convenient use love my new kindle,Positive,Positive,Positive
my year old mom loves she now has something do while waiting in doctors offices loves read do crosswords etc,Positive,Positive,Positive
thank you great product for all ages thank you,Positive,Positive,Positive
it well designed with safe cover for kids it also come with year warranty my son loves it already,Positive,Positive,Positive
i love my amazon fire tablet im sure my kids will love theirs too,Positive,Positive,Positive
i bought game for my son he loves itit very entertaining,Positive,Positive,Positive
bought it for my husband he loves it perfect for what he wanted it for,Positive,Positive,Positive
very happy with amazon not hesitating integrate their products with third party integrationcrestron,Positive,Positive,Positive
works better than amazon fire tablet i have better screen faster processor bigger boot,Positive,Positive,Positive
i originally got lower end kindle took it back upgraded light really must i cant believe how much more im reading now i have it there tons free books out there if you know where look best purchase ever,Positive,Positive,Positive
we love kindle fire we purchase it for older couple its easy work,Positive,Positive,Positive
tablet works well for surfing internet playing music,Positive,Positive,Positive
bought tablet for my son he has loved it its so easy for him use easy for me set parental controls,Positive,Positive,Positive
only thing i have recommend it will not hook up with blue tooth device why,Positive,Positive,Positive
great my daughters first tablet it came with everything she needed get started she loves pink bumper guard so do i for safety,Positive,Positive,Positive
my son loves his new tablet now he can play his games without making mess my phone,Positive,Positive,Positive
it great just little small then what i would like it have been,Positive,Positive,Positive
i bought tablet replace my old kindle fire so far it has exceeded my expectations all my apps have transferred flawlessly battery lasts me hours with moderate internet use glad i made purchase,Positive,Positive,Positive
has built in smart hub unlike other echos works with other smart home devices with no additional purchases,Positive,Positive,Positive
replacing older reader without light traveling overseas soon with electronics in cabin under scrutiny very small very lightweight reader fits bill perfect in small purses large pockets i can read without annoying seatmate with cabin overhead seat light easy hold in either hand screen adjusts for whichever direction youre holding it,Positive,Positive,Positive
christmas present for nephew works good he loves it,Positive,Positive,Positive
it works about time when asking it question,Positive,Positive,Positive
amazon kindle always best ebook upgrade every new model,Positive,Positive,Positive
great smart speaker for my year old mother in law,Positive,Positive,Positive
got for my sister as christmas present she loved iteasy use great for books,Positive,Positive,Positive
i love my new kindle it bigger than last kindle i had kindle much easier handle read,Positive,Positive,Positive
great product i will recommend all my family friends,Positive,Positive,Positive
daughter got as present it easy set up display great features allow us limit her time on games web etc while allowing her unlimited time read,Positive,Positive,Positive
love playing music talking alexa looking at my camera three screen,Positive,Positive,Positive
my son really enjoys its his first tablethe had no problem learning how use it,Positive,Positive,Positive
excellent value lets me lug all my favorite books around read whenever wouldnt be without it,Positive,Positive,Positive
i am totally addictedeasy use love call feature,Positive,Positive,Positive
christmas present for my niece she loved it,Positive,Positive,Positive
im still learning what all i can do with device i am continually amazed at its capabilities i love playing with it learning from it when doing other things i have tap playing music i love thing,Positive,Positive,Positive
gift they love tablet its great price works awesome,Positive,Positive,Positive
love product able read recipes instead just hearing them speaker pretty good too,Positive,Positive,Positive
for me tablet extremely good value ipads beautiful things they seem just work really well all time they expensive same thing with android tablets you can get cheap android tablet then youre left with cheap tabletpoor quality displays questionable hardware limited support i think amazon hit spot with their line fire tablets hd in particular its good quality has great display its quick snappy has great battery life also being android based operating system there flexibility like accessing storage side loading third party apps even installing google play for those who begrudge lack feature it can be done much more flexibility than you get with apple product at much lower price than industry standard samsung etc coming from using apple products for so long thing really convincing me there really viable options other than apple especially for price its great introduction different platform not only its genuinely good product,Positive,Positive,Positive
took some time get use kindle reader use ipad i like i can read without distractions,Positive,Positive,Positive
very nice easy use got it use with amazon prime great combo,Positive,Positive,Positive
purchased as gift for family cant wait use it,Positive,Positive,Positive
kindle products fantastic ive used kindle now have kindle fire use it everyday so naturally i would select kindle for my granddaughter,Positive,Positive,Positive
great choice battery life outstanding many kid friendly features,Positive,Positive,Positive
bought it for my wife i havent heard any complaints so i think its great if shes happy im happy,Positive,Positive,Positive
easy use wide variety functions awesome price,Positive,Positive,Positive
i like ipad its very helpful my son has learned alot i hope it will help other kids too as they prepare for pre k,Positive,Positive,Positive
set up for kids right out box cant beat amazons warranty either thanks for providing outstanding product,Positive,Positive,Positive
i purchased two these tablets as gift for christmas it has exceptional hd screen which provides rich colors makes it easy for those like read book articles etc,Positive,Positive,Positive
runs great very efficient for what we use it for,Positive,Positive,Positive
alexa now family member how have i lived my life without her i have no idea,Positive,Positive,Positive
its nice upgrade from screen size just right for small kids hands reading kindle books much easier,Positive,Positive,Positive
got tablet for my yr old daughter it has been great for her its right size for her little hands only drawback you can not get google apps on it apps have be from amazon they might not have app you want,Positive,Positive,Positive
difficult purchase no stock in stores no order online ship store available when it did become available it did not work once it turned on i couldnt get any further i could not log onto wifi network though other items in my household work also product wouldnt move past setting up clock tried days gave up returned item,Positive,Positive,Negative
fun use also easy for kids use as well good tablet for books games for all family,Positive,Positive,Positive
has kept my kids entertained maybe just little too entertained sadly they dont want do much else,Positive,Positive,Positive
if you like control smart gadgets definitely for you,Positive,Positive,Positive
they make it seem like you can pretty much ask anything alexa she never knows anything it very non responsive at times too,Positive,Positive,Positive
it all my grandson wanted didnt have search everywhere find it,Positive,Positive,Positive
perfect gift for grandkids i bought one in pink one in green so each grandchild would have their own color lots games come with tablet additional games videos can be added,Positive,Positive,Positive
little speaker has quickly become family favorite for portability music streaming my kids have quickly learned alexa their personal dj when hooked up amazon prime unlimited music program battery life great sound quality adequate for our purposes some audiophiles might not like lack bass it does job for our family,Positive,Positive,Positive
my grandson takes it on trips he loves it its easy use,Positive,Positive,Positive
i jealous when our son showed us his amazon show some things it capable doing since aol eliminated instant messaging my wife i less able communicate because our offices on separate floors so we got two shows two spots now not only can intercom easily use alexa for music many other things we will probably start using some smart home devices which alexa can also control its fun device which seems be getting better all time,Positive,Positive,Positive
i have old kindle touch last one still had texttovoice which no longer works i decided upgrade started reading reviews enticed by kindle voyage took plunge voyage pretty sleek with neat features i enjoyed using it for few days my frugal self just couldnt justify price difference between it paperwhite while ambient light sensor nice i often ended up just adjusting it manually because it still little bright in completely dark room i made more errors turning page than i meant with page turn because where page turn spots located plus im in habit flipping pages on phone tablet so i kept swiping despite availability page turn however clarity screen quality light form factor weight way it felt in my hand while reading all very nice nonetheless price difference bothered me enough return it get paperwhite thing i miss most about voyage quality light how even lighting on it unit i had did not have blank spots yellowish top half page any lighting issues some reviewers mentioned with voyage i purchased newest model paperwhite i like it lighting appears pretty dingy however its only when theyre compared sidetoside i wished i wasnt so cost conscious if money not object id say get kindle voyage if it paperwhite fine little reader overall im happy i have it,Positive,Positive,Positive
i personally love because i can bring it every where i go sing its fun,Positive,Positive,Positive
works great for everything we want our daughter do,Positive,Positive,Positive
awesome product my wife i love it makes home automation simple,Positive,Positive,Positive
i bought for controlling most my smart device,Positive,Positive,Positive
i purchased kindle for my wife because her kindle fire gives off too much glare use in sunny conditions besides being able use it while riding in car during daytime biggest advantage she found it significantly lighter than fire since she reads for hours on end big plus main drawback graphics arent as clear with reader all in all it money well spent,Positive,Positive,Positive
i love being able use alexa she amazing ai until robots rebel against human kind i think its worth it,Positive,Positive,Positive
ive wanted kindle for while decided get it when bb put it on sale i am not disappointed,Positive,Positive,Positive
works great cant wait find all it can do for me,Positive,Positive,Positive
it did exactly what its suppose im still learning new features month after having it very good decice,Positive,Positive,Positive
love sound i am able plug in lamp in hard reach spot since it now voice activated,Positive,Positive,Positive
gift on point recipient very pleased would recommend others,Positive,Positive,Positive
great product i also have dot ability take anywhere huge bonus hands free mode works just like dot sound great i use tap all time working on projects making shopping lists playing games turning on lights i looked at echo even with battery pack it didnt seem very mobile,Positive,Positive,Negative
have been pleased with my purchase fire hd as its video quality great when viewing espnnetflixyoutube tutorialsthe ability easily load read my saved textbooks within amazon kindle app fantastic for fraction price for ipad,Positive,Positive,Positive
must have great for recepies while you cooking alexa gives you info for ines used tablet ipod you have stop read awesome plus so much easier follow things,Positive,Positive,Positive
very kid friendly especially for toddlers easy use,Positive,Positive,Positive
wanted expand alexa into multiple rooms house device added easily into system can now listen music in multiple rooms,Positive,Positive,Positive
i like having screen being able see things like weather reports etc still not using it its full potential we have it controlling couple lamps giving us weather reports setting timers alarms its making me lazy sometimes it doesnt hear my voice hears my husbands voice better i find it best put it pretty close me on side table,Positive,Positive,Neutral
child loves it can be used for more than just time killer can learn from it,Positive,Positive,Positive
it so fun talk alexa sound also very high quality i am very happy with my purchase,Positive,Positive,Positive
we have bought two taps one for ourselves one as gift for our son we love portability tap its perfect for our deck our grandchildren love it too,Positive,Positive,Positive
i use thing every night fall asleep although alexa dont always understand me i still love device,Positive,Positive,Positive
i thought it would be as big as small paper turn out be just like my palm i think it too small read on it not very comfortable as regular kindle would definitely recommend paperwhite instead,Positive,Positive,Positive
got it for my grandson he loves itit very good tablet,Positive,Positive,Positive
only thing i would say you have do work around for direct tv other it great,Positive,Positive,Positive
we have been using our kindle fire for years it wore out we looked at replacing it with another fire until i saw fire display great weight not big difference,Positive,Positive,Positive
purchased for my husband more gift for entire family luv display,Positive,Positive,Positive
device alot better than small alexa did everything i wanted it,Positive,Positive,Positive
im not huge on kids using electronics my son loves when we take trips as he can play some downloaded games we love it for when we want get stuff done still want him be occupied does trick its little hard navigate at first though,Positive,Positive,Positive
my sister inlaw recommended these my wife i i thought i would try one they just right size lay in bed evening read good book for while,Positive,Positive,Positive
fits easily into my purse bag small compact,Positive,Positive,Positive
our whole family loves uses device for so many different features we love using it make phone calls watch films play jeopardy even define words as they come up in conversation we definitely get lot use out device more than any other screen tablet smart phone device we own,Positive,Positive,Positive
upgraded my year old kindle same old doesnt seem great difference graphical interface still sucks its decent for reading,Positive,Positive,Positive
so i skeptical echo show entire line be honest however technology has changed how our household operates from my daily briefing in morning tracking santa with my year old every morning learning interesting facts about santa several other things i truly wish i would have bought sooner we have it integrated into our cozi account so we can just ask alexa add items various shopping lists instead pulling out phone typing it in we also have adt pulse nest thermostat integration into those two platforms so simple i couldnt believe it my son loves ask alexa questions in mornings before school he learning things instead just watching few minutes cartoonanother highly used feature local forecast as my wife weather nut always wants know what forecast for area i am loving amazon music now as well because we bought echo dot just integrate into our bose whole house system so we can stream music all through house nowif you on fence about getting echo show like i just do it it really amazing product,Positive,Positive,Positive
great tablet because all preloaded games ability add more for free it keeps my kids entertained best for learning,Positive,Positive,Positive
bought for my better half she loves it it works very well with echo has unlimited features,Positive,Positive,Positive
amazing video quality easy maneuver wonderful screen size easy set up,Positive,Positive,Positive
he loved it great gift easy use small great,Positive,Positive,Positive
great sound love music electrical devices you can work with it,Positive,Positive,Positive
for those have prime almost must have keeps all your amazon stuff in one place,Positive,Positive,Positive
when it works its great for some reason it doesnt always answer me when it doesnt answer me i turn off tv make sure no one else talking it still doesnt work at time it easy set up with phone app doesnt seem matter where phone when it isnt working ive tried close far in between so case great when it works pits when it doesnt,Positive,Positive,Negative
she knows all answers im used speaking her i recently visiting friend said alexa my friend looked at me like i crazy she doesnt have alexa,Positive,Positive,Positive
i gave amazon fire hd as retirement gift for my friend she absolutely loves it,Positive,Positive,Positive
your can really control what your kid gets access from apps videos internet you can not get better deal yr anything happens warranty big plus its not fastest thing on market its desent picture quality great everything comes with it just makes it real smart buy love fact i can program it have her read mins st before she can fully access it also i can put time limit on what she can access for how long for week,Positive,Positive,Positive
my wife loves tabletmuch easier use than previous tablets we purchased,Positive,Positive,Positive
alexa show ok same technology as tablet except voice activated,Positive,Positive,Positive
great product whole family would enjoy its perfect addition household,Positive,Positive,Positive
i enjoyed i bought echo too make all my family take pleasure it,Positive,Positive,Positive
i have had kindle for some time curious about oasis it did not disappoint it very compact even with cover fits in coat pocket i really enjoy size redesign which brings back hard buttons great device for home on go,Positive,Positive,Positive
great item for new home better than purchasi good product,Positive,Positive,Positive
best xmas gift great product made by amazon now my fam all connected,Positive,Positive,Positive
my granddaughter loved her tablet color its amazing how easy it for her use perfect birthday gift,Positive,Positive,Positive
it too slow he didnt put any attention it battery didnt last,Positive,Positive,Neutral
i loved tablet i did i did not love i being sold ads every time i powered up i loathe even more i would have had pay discontinue feature amazon if you want dollars for kindle fire charge it dont under price device then flash ads at consumer at every opportunity it unbecoming you i returned item pronto,Positive,Positive,Positive
havent been able train alexa like weve heard probably our own fault we have fun with it,Positive,Positive,Positive
great alternative using tablet for reading only problem trying read pdf file it only enlarges page does not resize document easily move forward,Positive,Positive,Positive
my mom bought tablets first for my sisters for christmas then my year old wanted one so i purchased one for her she loves it uses it for games netflix she home school so she able do her work on tablet as well,Positive,Positive,Positive
amazon tap perfect complement our amazon echo put in our office spacehas all advantages echo also great bluetooth speaker having tap mic button summon alexa no issue at all sound quality as good as any bluetooth speaker on market its extremely portable,Positive,Positive,Positive
show great little product it has opened lot doors in world ai home automation for me it connected easily with my echo dot now i can stream music all over my house picture quality outstanding only drawback alexa doesnt have very strong internet search engine,Positive,Positive,Positive
great screen resolution easy use battery life really good,Positive,Positive,Positive
love my new kindle i hadnt read in while hesitant kindle easy use lightweight convenient pick up book great for outdoor reading only downside if you want read in dark has no back light crisp clear text easy set up,Positive,Positive,Positive
improved over hd things set up differently not hard learn also bit heavier than so reading in bed little harder,Positive,Positive,Positive
tablet perfect for my six year olds learning apps,Positive,Positive,Positive
easy use for year old she loves it i just dont like my amazon account linked her tablet,Positive,Positive,Positive
built in hue allows echo plus automatically search finds connectable devices larger speaker area assists in better sound alexa hear my voice,Positive,Positive,Positive
great product at great price i would definitely recommend anybody especially good for college students people read books etc,Positive,Positive,Positive
i got for my daughter she enjoy playing,Positive,Positive,Positive
very slow performance sometimes applications freeze up dont work very well charging port very low quality,Positive,Positive,Positive
i have lg tablet picked up one for my dad after messing with it for while its very nice i think i like it more my lg g pad,Positive,Positive,Neutral
got it gift my friend absolutely loved it good value,Positive,Positive,Positive
kid prof comes with free books games i like it,Positive,Positive,Positive
great tablet for price amazon doing good job,Positive,Positive,Positive
little more complicated than my original kindle i like it,Positive,Positive,Positive
actually for gift second one i purchased great priduct,Positive,Positive,Positive
great tablet price ordering online easy not happy took so long receive though,Positive,Positive,Positive
tablet great for trips just make sure you download games shows on it first since it does not have internet case great for kids who rough with technology it really takes beating,Positive,Positive,Positive
we love so much in our home we bought super tough case let our two six year old use it they love watching their movies on it playing different apps it really good value,Positive,Positive,Positive
powerful quality sound love portability just dont understand why one cant read my notifications while dot can,Positive,Positive,Positive
size brightness convenience good option link with android products for messages little hard,Positive,Positive,Positive
i bought as backup i am currently using same headphone,Positive,Positive,Positive
bought for our son so he wouldnt have carry books back from his deployment,Positive,Positive,Positive
i think price great durability easiness although you do need spend money as well for extra better games charger breaks easily u can use any android charger overall well worth price i believe,Positive,Positive,Positive
we gave tablet our nine year old grandaughter for her birthday she loves it we feel it very sturdy very good thing when it comes tablets children,Positive,Positive,Positive
ia great product more technology make your life easier,Positive,Positive,Positive
my eighth kindle some others either lost screendamaged i bought it as spare current model better looking than earlier versions white case sturdier has improved screen great price also wish id bought two,Positive,Positive,Positive
despite not being able get one these from amazon until late june due apparent strong demand best buy able get one me on day its release april well done best buy having owned several previous kindles including most recent paperwhite model i unprepared for how small light new oasis model reading about it one thing actually holding one in your hand something else entirely oasis its batterycharging cover together weigh only one ounce more than latest paperwhite with no case oasis without its cover feels impossibly light at ounces sizewise oasis nearly square shape at about wide by tall in fact shape so different from traditional kindle designs i had compare it next my paperwhite verify screens actually same size they its first kindle i think i could easily fit into jacket pocket without any effort for frequent travelers like me key reason buy one these as its extremely compact easy pack in briefcase purse screen first frontlit kindle ive ever seen where you simply cannot see any trace leds from any angle no dark spots no bright spotsjust completely uniform illumination from edge edge in both directions page also appears be nearly flush with top glass surface helping achieve illusion printed paper its sharp clear better than any kindle ive used reader can be easily separated from battery case by simply pulling them apart since they held together with magnets after doing so where amazon engineering teams achievements really become clear as you just wont believe how lightweight thing its easy imagine holding onto it for hours without any arm fatigue switching from hand hand simple matter rotating it degrees when switching display instantly rotates page turn buttons also follow with top button always used advance page bottom button always used go backward you can also use screen change pages as you always have with earlier touch screen models battery on reader has lower capacity than covers battery so it runs down faster if you dont have it connected case its very easy snap reader back into its cover which allows it recharge while you continue read power button charge port located in upper topright corner more less opposite from where they on paperwhite i find location be less awkward as its easier reach on top than it on bottom edge back surface reader not case seems easily attract fingerprints they not so easy clean off youd think amazon would have figured out way prevent by now its minor annoyance lots reviewers in tech press have complained loudly about models high price relative other kindle models without ads its vs for adless paperwhite lot money perhaps if you book addict value extremely lightweight reader thats easy on both your arms your eyes then i personally think its worth it lot thought effort clearly went into designing building unit price reflects it for everyone probably not there obviously market for it when you consider how many months youll have wait get one on amazons website if you serious reader device deserves very close look im definitely keeping mine,Positive,Positive,Positive
got one for my mom in order video chat with her works awesome,Positive,Positive,Positive
easy use great selection books movies games,Positive,Positive,Positive
great new amazon device add my other alexa products visuals amazing it so easy use set up,Positive,Positive,Positive
bought for my year old grandson whos bit rough loves play games readhe loves it,Positive,Positive,Positive
easy use quick setup fantastic screen colors vibrant,Positive,Positive,Positive
works as described love kid friendly foam protector it stopped working within months purchase amazon just sent new one without real fuss inconvenient no real fuss i hope one lasts longer,Positive,Positive,Positive
great for my son i monitor school work apps he downloads,Positive,Positive,Positive
i love tablet i got one for each one kids all different ages they all love it,Positive,Positive,Positive
alexa makes my life easy by turning my lights on off playing my favorite music so much more it really can control anything,Positive,Positive,Positive
my kid love tablet setup so easy amazon store has bunch educational apps my kid can enjoy playing learning,Positive,Positive,Positive
it can stream music really well not just from amazoni expecting it be smart like watson it more like blank stare amazon should look into predicting questions like during superbowl play offs alexa unable display update play off brackets it understands my voice really well most telephone automated assistants rarely get what i am saying it want pair my portable bluetooth speaker it will pair my cell phone only receive music from itthe audio quality varies with amplitude with low amplitudes alexa has booming sound making it hard understand from across room amplitude setting about audio becomes clear understandable i really like playing games like jeopardy with alexa no climbing through closet find box anymore when you do find it box half pieces missing,Positive,Positive,Positive
good pricewish it had google play download on it,Positive,Positive,Neutral
we love parent controls durability we would definitely buy another,Positive,Positive,Positive
one best birthday presents i ever purchased for my husband he said he doesnt use computer he on my smartphone daily viewing fb i got him drone for christmas he needed something view while it flying i researched kindle fire thought he could practice with it until spring he farms so isnt busy in winter thank goodness because he busy with his kindle for hours every day he thinks it great i do too because now i have my phone back,Positive,Positive,Positive
i bought as gift for my daughters nd birthday she totally loved it now shes wanting me buy second one so i can keep it on first floor she says we can communicate through them instead yelling each other i think it great purchase so i think im going have buy another one,Positive,Positive,Positive
kindle fire blows away my other tablet for performance battery life readability color many other options i love size as well,Positive,Positive,Positive
i bought for my month old daughter she has already learned how use it what great way keep her busy quiet at same time thanks,Positive,Positive,Positive
no complaints i just wish it played avi not really huge problem,Positive,Positive,Positive
still learning all things device can do so far very pleased,Positive,Positive,Positive
great product for very good price loved tablet,Positive,Positive,Positive
love my kendal cannot find case screen saver for it,Positive,Positive,Positive
i waited couple months review giving amazon time make product equal sony dash from nearly decade ago it isnt screen provides nothing value you cant turn amazon tips you have near zero customization cant even move clock other side screen something sony dash did nearly years ago pandora prime music as alarm seriously biggest fail run away from half baked amazon disaster,Positive,Positive,Positive
durable worth every penny got it for our year old daughter amazed how easily she can navigate it,Positive,Positive,Positive
bought these for my yr old it said it came with gb storage actual storage little less cant remember exactly how much probably around gb with other necessary programs come already preinstalled they mainly use it for games have downloaded many games on them there room for external storage it also has front rear camera love product comes in different color as well i got blue,Positive,Positive,Negative
good tablet gave as gift person enjoys it recommend,Positive,Positive,Positive
great for reading best part its light weight long battery life,Positive,Positive,Positive
my son constantly distracted loves technology him being only two years old proved be perfect thing keep him occupied out trouble,Positive,Positive,Positive
perfect start for smart homeworks perfect with echo,Positive,Positive,Positive
i love internet tweeting facebook no computers can complete me my kindle takes care all my needs juju,Positive,Positive,Positive
my nephew going college next year we want give him gift kindle suits it well for him learn study,Positive,Positive,Positive
cheap tablet really worth for price i bought when it on sale for for gb sd card you have great tablet when plenty space i used ipad for while i think it so overpriced tablet deal,Positive,Positive,Positive
quite upgrade from original fire deletion carousel welcome change new turn style approach faster more consice still dont know why chime sounds also miss ease making notes while reading there has got be better way organize books trying figure out series trilogies etc impossible if you buy series in set then chances good amazon wont pick up new purchase as book already read,Positive,Positive,Positive
purchased for year old wanted badly appears be rugged links up with my amazon account for content access year warranty win,Positive,Positive,Positive
my second kindle have few more items learn love it easy get around apps,Positive,Positive,Positive
great product for when you on gogreat sound,Positive,Positive,Positive
echo show great accessory any house it has great picture on it great sound its simple use my wife uses it for recipes when cooking making grocery lists also listens music with crisp sound can ask alexa pretty much anything,Positive,Positive,Positive
